What is a data type? | A classification of data into groups according to the kind of data they represent
Convert the 8-bit two's complement number 11111001 to denary | -128 + 64 + 32 + 16 + 8 + 1 = -7
What is the range of values an 8-bit two's complement number can represent? | -128 to +127
Why is two's complement preferred over sign and magnitude for arithmetic? | Calculations on two's complement numbers are less computationally intensive; subtraction can be performed using addition of the negative number
How does the MSB work differently in two's complement compared to sign and magnitude? | In two's complement, the MSB has a negative place value (e.g. -128 for 8-bit); in sign and magnitude, the MSB is simply a sign flag (0 or 1) separate from the magnitude
What are the four rules for binary addition? | 0+0=0, 0+1=1, 1+1=10 (0 carry 1), 1+1+1=11 (1 carry 1)
What is a carry in binary addition? | When the sum of a column exceeds 1, the excess digit is passed to the next column to the left
What is an overflow error in binary addition? | When the result of an addition exceeds the number of bits available to store it, causing incorrect or unpredictable results
What can happen to the sign of a result when overflow occurs in signed binary addition? | The overflow can flip the sign bit, incorrectly changing a positive result to negative or vice versa
How is binary subtraction performed using two's complement? | Convert the number being subtracted to its two's complement (invert bits, add 1), then add it to the other number; discard any overflow bit
When performing subtraction using two's complement, what do you do with the overflow bit? | Discard it; in two's complement arithmetic the overflow bit is a by-product of the method and does not contribute to the result
What is hexadecimal? | A base-16 number system that uses 10 digits (0-9) and 6 letters (A-F)
A base-16 number system using digits 0-9 and letters A-F — what is it called? | Hexadecimal
What denary values do the hexadecimal letters A through F represent? | A=10, B=11, C=12, D=13, E=14, F=15
Give three reasons why hexadecimal is used instead of binary | 1) More concise (4 binary bits = 1 hex digit), 2) Easier for humans to read and write, 3) Less prone to transcription errors
Name three common uses of hexadecimal | Defining colours (hex colour codes), debugging, configuring hardware devices, and cryptographic algorithms
How do you convert a binary number to hexadecimal? | Split the binary number into nibbles (4-bit groups) from right to left, then convert each nibble to its hexadecimal equivalent
Convert the binary number 11010101 to hexadecimal | 1101 = D, 0101 = 5, so 11010101 = D5
How do you convert a hexadecimal number to binary? | Convert each hexadecimal digit to its 4-bit binary nibble, then join the nibbles together
Convert hexadecimal B2 to binary | B = 1011, 2 = 0010, so B2 = 10110010
Convert the hexadecimal value 1A to denary | 1A = 0001 1010 in binary = 16 + 8 + 2 = 26
Convert the denary number 241 to hexadecimal | 241 = 11110001 in binary; 1111 = F, 0001 = 1; so 241 = F1
How many binary bits does a single hexadecimal digit represent? | 4 bits (one nibble)
What is floating point binary? | A method of representing real numbers in binary using a mantissa and an exponent, similar to scientific notation
A method of representing real numbers using a mantissa and exponent in binary — what is it called? | Floating point binary
What is the mantissa in floating point representation? | The part of the number that holds the significant digits and determines precision
The component of a floating point number that holds the significant digits — what is it called? | The mantissa
What is the exponent in floating point representation? | The component that controls how far the binary point moves, scaling the number up or down
The component of a floating point number that controls the position of the binary point — what is it called? | The exponent
What effect does a larger exponent have on a floating point number? | It moves the binary point to the right, making the number larger
What effect does a smaller (or negative) exponent have on a floating point number? | It moves the binary point to the left, making the number smaller
What is the trade-off of using floating point binary compared to fixed-point? | Floating point significantly reduces the maximum value that can be stored, but increases precision by allowing fractional representation
How are negative floating point numbers represented? | Using two's complement for both the mantissa and the exponent; an MSB of 1 in the mantissa indicates a negative number
What does it mean for a floating point number to be normalised? | The mantissa starts with 01 (for positive numbers) or 10 (for negative numbers), ensuring maximum use of available precision
A floating point number whose mantissa starts with 01 or 10 — what is this form called? | Normalised floating point
Why are floating point numbers normalised? | To ensure maximum precision by making full use of the mantissa bits, and to provide a consistent format for representation and comparison
How do you normalise a floating point number? | Shift the binary point in the mantissa left or right until it starts with 01 (positive) or 10 (negative), and adjust the exponent accordingly
When normalising, if you shift the mantissa to the left, what happens to the exponent? | The exponent decreases by the number of positions shifted
When normalising, if you shift the mantissa to the right, what happens to the exponent? | The exponent increases by the number of positions shifted
What is the first step when adding or subtracting floating point numbers? | Ensure both numbers have the same exponent by adjusting one number's mantissa and exponent
After aligning exponents in floating point addition, what is the next step? | Perform binary addition (or subtraction) on the mantissas
What must be done to the result after adding floating point mantissas? | Normalise the result if it does not already start with 01 (positive) or 10 (negative)
How is floating point subtraction performed? | Align the exponents, convert the mantissa of the number being subtracted to two's complement, then add and normalise the result
How does increasing the number of bits allocated to the mantissa affect a floating point number? | It increases precision (more significant digits can be stored)
How does increasing the number of bits allocated to the exponent affect a floating point number? | It increases the range of values that can be represented (larger and smaller numbers)
What is a logical shift? | An operation that moves all bits in a binary number a specified number of positions to the left or right, filling vacated positions with zeros
An operation that moves all bits in a binary number left or right by a set number of positions — what is it called? | A logical shift
What is the effect of a logical left shift by one place? | It doubles the value of the number (multiplies by 2)
What is the effect of a logical right shift by one place? | It halves the value of the number (integer division by 2)
What is the effect of a logical left shift by n places? | It multiplies the number by 2ⁿ
What is the effect of a logical right shift by n places? | It divides the number by 2ⁿ (integer division)
If the binary number 00001110 (14) is left-shifted by 2 places, what is the result? | 00111000 (56) — the value is multiplied by 4
If the binary number 11001000 (200) is right-shifted by 3 places, what is the result? | 00011001 (25) — the value is divided by 8
What is a mask in bitwise manipulation? | A binary number used in bitwise operations to isolate, modify, or test specific bits in another binary value
A binary number used in bitwise operations to filter specific bits — what is this called? | A mask
What is the result of a bitwise AND operation? | A 1 is produced only where both the binary number and the mask have a 1; all other positions produce 0
What is the purpose of AND masking? | To extract (isolate) specific bits from a binary number; bits aligned with 0s in the mask are cleared to 0
What is the result of a bitwise OR operation? | A 1 is produced where either the binary number or the mask (or both) have a 1; 0 only where both are 0
What is the purpose of OR masking? | To set specific bits to 1 while leaving other bits unchanged
What is the result of a bitwise XOR operation? | A 1 is produced only where the binary number and the mask differ (one is 1 and the other is 0)
What is the purpose of XOR masking? | To toggle (flip) specific bits: bits aligned with 1s in the mask are inverted
How does AND masking differ from OR masking? | AND extracts/clears bits (output is 1 only when both inputs are 1), while OR sets bits (output is 1 when either input is 1)
How does XOR masking differ from AND and OR masking? | XOR toggles bits where the mask is 1 (flips 0→1 and 1→0), while AND clears and OR sets bits
How are characters represented in a computer? | Using binary codes defined by a character set, where each character is assigned a unique binary value
What is a character set? | A standardised list of all characters and their associated binary codes, ensuring consistent interpretation across systems
A standardised mapping between characters and binary codes — what is this called? | A character set
What does ASCII stand for? | American Standard Code for Information Interchange
How many bits does standard ASCII use per character? | 7 bits
How many characters can standard ASCII represent? | 128 characters (2⁷)
How many characters can extended ASCII represent, and how many bits does it use? | 256 characters using 8 bits per character
What ASCII code range represents uppercase letters A-Z? | 65-90
What ASCII code range represents lowercase letters a-z? | 97-122
Name three limitations of ASCII | 1) Limited to 128 characters, 2) Cannot represent characters from non-English languages, 3) No provision for modern symbols like emojis
Why was Unicode created? | To overcome ASCII's limitations by providing a much larger character set that can represent characters from virtually all languages, plus symbols and emojis
How does Unicode differ from ASCII in terms of bit usage? | ASCII uses a fixed 7 bits (or 8 for extended); Unicode uses a variable number of bits (up to 32 bits depending on encoding), allowing far more characters
How many characters can 16-bit Unicode represent? | 65,536 characters
What is the main advantage of ASCII over Unicode? | ASCII uses less storage space per character (7 bits vs up to 32 bits for Unicode)
What is the main advantage of Unicode over ASCII? | Unicode can represent over a million characters across multiple languages, scripts, symbols, and emojis, while ASCII is limited to 128
How are Unicode characters typically referenced? | Using the format U+ followed by a hexadecimal code point, e.g. U+03BB for the Greek letter lambda (λ)
Why does using Unicode increase file sizes compared to ASCII? | Each Unicode character can require up to 32 bits of storage, compared to only 7 bits for ASCII, so the same text takes more space
The first 128 Unicode characters are identical to which character set? | ASCII (ensuring backward compatibility)
