What is an array? | An ordered, static set of elements that can only store one data type
What is a hash table? | An associative array coupled with a hash function that maps keys to indices for storing and retrieving data
An associative array coupled with a hash function that maps keys to indices — what data structure is this? | A hash table
What is the role of a hash function in a hash table? | To take a key as input and produce an index (hash value) that determines where the data is stored in the array
What is a collision in a hash table? | When two different keys produce the same hash value, mapping to the same index
What is collision resolution? | The process of handling collisions by finding an alternative location for data that hashes to an already-occupied index
What are the two main methods of collision resolution? | Linear probing and chaining
Explain how linear probing resolves collisions | When a collision occurs, the algorithm checks the next sequential position (or at a fixed interval) in the hash table until an empty slot is found
Explain how chaining resolves collisions | Each position in the hash table stores a pointer to a linked list. Colliding items are appended to the linked list at that index
What is a disadvantage of linear probing? | If there are many collisions, items cluster together and the table becomes messy, reducing search efficiency
How is data retrieved from a hash table using linear probing after a collision? | Hash the key to get the index, check if the key matches; if not, check subsequent positions at the probing interval until the matching key or an empty slot is found
How is data retrieved from a hash table using chaining after a collision? | Hash the key to get the index, then traverse the linked list at that index, comparing keys until the matching node is found or the end of the list is reached
Why are hash tables efficient for searching? | In the best case, data can be retrieved in constant time O(1) because the hash function directly computes the storage index
What is rehashing? | Creating a new (often larger) hash table and re-inserting all existing items using a new or modified hash function to restore performance
Why might rehashing be needed? | When the table becomes too full or too many items are in wrong positions due to collisions, degrading performance
Explain the process of adding data to a hash table | Apply the hash function to the key to generate an index, check if that position is empty; if so, insert the data; if occupied, use collision resolution (linear probing or chaining) to find an alternative location
Explain the process of removing data from a hash table | Apply the hash function to the key to find the index, check if the key matches; if so, remove the data (mark position as available); if not, search using the collision resolution method until the item is found
How does a hash function handle character-based keys (e.g. "C6IA")? | Convert each character to its ASCII value, sum the values, then apply the MOD function using the table size to produce the index
What is the formula commonly used in a hash function with MOD? | hash value = sum of ASCII values MOD table size
How does a linked list compare to an array for adding/removing items? | Linked lists can add/remove items efficiently by updating pointers without shifting elements, while arrays require shifting elements for insertions/removals in the middle
How does a stack compare to a queue for adding items? | In a stack, items are added (pushed) to the top; in a queue, items are added (enqueued) to the back
How does a stack compare to a queue for removing items? | In a stack, items are removed (popped) from the top (same end as adding); in a queue, items are removed (dequeued) from the front (opposite end to adding)
How does an adjacency matrix compare to an adjacency list for a dense graph? | An adjacency matrix is more efficient for dense graphs because most cells contain edge data, so less space is wasted; an adjacency list stores many entries per node anyway
How does an adjacency matrix compare to an adjacency list for a sparse graph? | An adjacency list is more space-efficient for sparse graphs because it only stores existing edges, while a matrix wastes space storing many zero/infinity values
How does a tree differ from a general graph? | A tree is connected, undirected, has no cycles, and has a hierarchical parent-child structure with a single root; a graph can have cycles, can be directed or undirected, and has no required hierarchy
When should you use an array over a list? | When you need a fixed-size collection with random access by index and all elements are the same data type
When should you use a list over an array? | When you need a dynamic collection that may change in size and may contain mixed data types
When should you use a tuple? | When you need an ordered collection of values that should not be modified after creation (immutability required)
What does LIFO stand for? | Last In First Out
What does FIFO stand for? | First In First Out
Why is BFS useful for finding the shortest path in an unweighted graph? | Because it explores nodes level by level, it always finds the path with the fewest edges first
The [...] pointer in a stack indicates where the next item will be added or the current top item is | top
In a queue, the front pointer is also called the [...] pointer | head
In a queue, the back pointer is also called the [...] pointer | tail
A hash table enables searching in [...] time in the best case | constant time (O(1))
What is the worst-case scenario for searching a hash table using chaining? | If every key hashes to the same value, the search degrades to a linear search through a single linked list
